MONTH,SUPPLIER,FACTORY,COUNTRY,DPN,LOB,WATT_LEVEL,LR,CONSUMPTION,VID,CND,PID
FE,E,Chengdu,China,Y3F7Y,Consumer,Low,0,6,0,0,0
FE,E,Chengdu,China,Y3F7Y,Consumer,Low,0,4,0,0,0
FE,E,Chengdu,China,Y3F7Y,Consumer,Low,0,213,0,0,0
FE,E,Chengdu,China,Y3F7Y,Consumer,Low,0,82,0,0,0
FE,E,Chengdu,China,Y3F7Y,Commercial,Low,0,1,0,0,0
FE,E,Chengdu,China,Y3F7Y,Commercial,Low,0,9,0,0,0
FE,E,Chengdu,China,Y3F7Y,Commercial,Low,1,157,0,1,0
FE,E,Chengdu,China,Y3F7Y,Commercial,Low,0,425,0,0,0
FE,E,Chengdu,China,Y3F7Y,Consumer,Low,1,762,0,1,0
FE,E,Chengdu,China,Y3F7Y,Consumer,Low,0,464,0,0,0
FE,E,Chengdu,China,YWD3C,Commercial,Low,0,309,0,0,0
FE,E,Chengdu,China,YWD3C,Commercial,Low,1,746,0,1,0
MR,A,Chengdu,China,7FHHV,Consumer,Medium,0,11941,0,0,0
MR,A,Chengdu,China,7FHHV,Consumer,Medium,0,452,0,0,0
MR,A,Chengdu,China,7FHHV,Consumer,Medium,0,658,0,0,0
MR,A,Chengdu,China,7FHHV,Consumer,Medium,0,1729,0,0,0
MR,A,Chengdu,China,7FHHV,Commercial,Medium,0,701,0,0,0
MR,A,Chengdu,China,7FHHV,Commercial,Medium,0,1275,0,0,0
MR,A,Chengdu,China,7FHHV,Commercial,Medium,0,972,0,0,0
MR,A,Chengdu,China,7FHHV,Commercial,Medium,0,825,0,0,0
MR,A,Chengdu,China,7FHHV,Consumer,Medium,0,131,0,0,0
MR,A,Chengdu,China,FW8KR,Consumer,Low,0,2931,0,0,0
MR,A,Chengdu,China,FW8KR,Consumer,Low,0,916,0,0,0
MR,A,Chengdu,China,FW8KR,Consumer,Low,0,3559,0,0,0
MR,A,Chengdu,China,FW8KR,Consumer,Low,0,1652,0,0,0
MR,A,Chengdu,China,FW8KR,Consumer,Low,0,196,0,0,0
MR,A,Chengdu,China,FW8KR,Consumer,Low,0,1634,0,0,0
MR,A,Chengdu,China,FW8KR,Consumer,Low,0,716,0,0,0
MR,A,Chengdu,China,FW8KR,Consumer,Low,0,4961,0,0,0
MR,A,Chengdu,China,FW8KR,Consumer,Low,0,1,0,0,0
MR,A,Chengdu,China,FW8KR,Consumer,Low,0,17,0,0,0
MR,A,Chengdu,China,FW8KR,Consumer,Low,0,1,0,0,0
MR,A,Chengdu,China,FW8KR,Commercial,Low,0,134,0,0,0
MR,A,Chengdu,China,FW8KR,Commercial,Low,0,94,0,0,0
MR,A,Chengdu,China,FW8KR,Commercial,Low,0,68,0,0,0
MR,A,Chengdu,China,FW8KR,Consumer,Low,0,609,0,0,0
MR,A,Chengdu,China,FW8KR,Consumer,Low,0,363,0,0,0
MR,A,Chengdu,China,FW8KR,Consumer,Low,0,2680,0,0,0
MR,A,Chengdu,China,FW8KR,Consumer,Low,0,344,0,0,0
MR,A,Chengdu,China,FW8KR,Consumer,Low,0,501,0,0,0
MR,A,Chengdu,China,FW8KR,Consumer,Low,0,177,0,0,0
MR,A,Kunshan,China,7PWKV,Gaming,High,0,6,0,0,0
MR,A,Kunshan,China,7PWKV,Gaming,High,0,273,0,0,0
MR,A,Kunshan,China,9W9MX,Commercial,Low,0,106,0,0,0
MR,A,Kunshan,China,9W9MX,Commercial,Low,0,62,0,0,0
MR,A,Kunshan,China,9W9MX,Commercial,Low,0,3260,0,0,0
MR,A,Kunshan,China,9W9MX,Commercial,Low,0,2,0,0,0
MR,A,Kunshan,China,9W9MX,Commercial,Low,0,2275,0,0,0
MR,A,Kunshan,China,9W9MX,Commercial,Low,0,372,0,0,0
MR,A,Kunshan,China,9W9MX,Commercial,Low,0,1309,0,0,0
MR,A,Kunshan,China,CP6DF,Consumer,Medium,0,80,0,0,0
MR,A,Kunshan,China,CP6DF,Consumer,Medium,0,58,0,0,0
MR,A,Kunshan,China,CP6DF,Consumer,Medium,0,986,0,0,0
MR,A,Kunshan,China,CP6DF,Consumer,Medium,0,1,0,0,0
MR,A,Kunshan,China,CP6DF,Consumer,Medium,0,655,0,0,0
MR,A,Kunshan,China,DJWGP,Commercial,Medium,0,10,0,0,0
MR,A,Kunshan,China,DJWGP,Commercial,Medium,0,1,0,0,0
MR,A,Kunshan,China,DJWGP,Commercial,Medium,0,482,0,0,0
MR,A,Kunshan,China,DJWGP,Commercial,Medium,0,53,0,0,0
MR,A,Kunshan,China,DJWGP,Commercial,Medium,0,77,0,0,0
MR,A,Kunshan,China,DJWGP,Commercial,Medium,0,6,0,0,0
MR,A,Kunshan,China,DP9KT,Consumer,High,0,1,0,0,0
MR,A,Kunshan,China,DP9KT,Consumer,High,0,2,0,0,0
MR,A,Kunshan,China,DP9KT,Consumer,High,0,12,0,0,0
MR,A,Kunshan,China,FY8XM,Commercial,Low,0,5026,0,0,0
MR,A,Kunshan,China,FY8XM,Commercial,Low,0,3461,0,0,0
MR,A,Kunshan,China,FY8XM,Commercial,Low,0,17,0,0,0
MR,A,Kunshan,China,FY8XM,Commercial,Low,0,5,0,0,0
MR,A,Kunshan,China,GHXKY,Consumer,Medium,0,13,0,0,0
MR,A,Kunshan,China,GHXKY,Consumer,Medium,0,13,0,0,0
MR,A,Kunshan,China,GHXKY,Consumer,Medium,0,1,0,0,0
MR,A,Kunshan,China,GW0K9,Consumer,High,0,76,0,0,0
MR,A,Kunshan,China,GW0K9,Consumer,High,0,554,0,0,0
MR,A,Kunshan,China,GW0K9,Consumer,High,0,140,0,0,0
MR,A,Kunshan,China,GW0K9,Consumer,High,0,929,0,0,0
MR,A,Kunshan,China,KCM82,Commercial,Medium,0,2,0,0,0
MR,A,Kunshan,China,KCM82,Commercial,Medium,0,14,0,0,0
MR,A,Kunshan,China,KCM82,Commercial,Medium,0,1,0,0,0
MR,A,Kunshan,China,KCM82,Commercial,Medium,0,13,0,0,0
MR,A,Kunshan,China,KCM82,Commercial,Medium,0,427,0,0,0
MR,A,Kunshan,China,KCM82,Commercial,Medium,0,31,0,0,0
MR,A,Kunshan,China,KCM82,Commercial,Medium,0,1,0,0,0
MR,A,Kunshan,China,KCM82,Commercial,Medium,0,7,0,0,0
MR,A,Kunshan,China,KCM82,Consumer,Medium,0,17,0,0,0
MR,A,Kunshan,China,KCM82,Consumer,Medium,0,15,0,0,0
MR,A,Kunshan,China,KG7VF,Commercial,Medium,0,1,0,0,0
MR,A,Kunshan,China,KG7VF,Commercial,Medium,0,308,0,0,0
MR,A,Kunshan,China,KG7VF,Commercial,Medium,0,3,0,0,0
MR,A,Kunshan,China,KG7VF,Commercial,Medium,0,3,0,0,0
MR,A,Kunshan,China,KG7VF,Commercial,Medium,0,12,0,0,0
MR,A,Kunshan,China,KG7VF,Commercial,Medium,0,17,0,0,0
MR,A,Kunshan,China,RRJDX,Commercial,Low,0,19,0,0,0
MR,A,Kunshan,China,RRJDX,Commercial,Low,0,337,0,0,0
MR,A,Kunshan,China,RRJDX,Commercial,Low,0,192,0,0,0
MR,A,Kunshan,China,RRJDX,Commercial,Low,0,362,0,0,0
MR,A,Kunshan,China,RRJDX,Commercial,Low,0,40,0,0,0
MR,A,Kunshan,China,RRJDX,Commercial,Low,0,3,0,0,0
MR,A,Kunshan,China,RRJDX,Commercial,Low,0,1,0,0,0
MR,A,Kunshan,China,RRJDX,Commercial,Low,0,589,0,0,0
MR,A,Kunshan,China,TMFYT,Consumer,Medium,0,124,0,0,0
MR,A,Kunshan,China,TMFYT,Consumer,Medium,0,12,0,0,0
MR,A,Kunshan,China,TMFYT,Consumer,Medium,0,468,0,0,0
MR,A,Kunshan,China,TMFYT,Consumer,Medium,0,31,0,0,0
MR,A,Kunshan,China,WYCVV,Commercial,Low,0,31,0,0,0
MR,A,Kunshan,China,WYCVV,Commercial,Low,0,17,0,0,0
MR,A,Penang,Malaysia,CP6DF,Consumer,Medium,0,1,0,0,0
MR,A,Penang,Malaysia,DJWGP,Commercial,Medium,0,2,0,0,0
MR,A,Penang,Malaysia,DJWGP,Commercial,Medium,0,45,0,0,0
MR,A,Penang,Malaysia,DJWGP,Commercial,Medium,0,617,0,0,0
MR,A,Penang,Malaysia,DJWGP,Commercial,Medium,0,3,0,0,0
MR,A,Penang,Malaysia,GHXKY,Consumer,Medium,0,159,0,0,0
MR,A,Penang,Malaysia,GHXKY,Consumer,Medium,0,1,0,0,0
MR,A,Penang,Malaysia,GW0K9,Consumer,High,0,62,0,0,0
MR,A,Penang,Malaysia,GW0K9,Consumer,High,0,66,0,0,0
MR,A,Mumbai,India,FW8KR,Consumer,Low,0,100,0,0,0
MR,A,Mumbai,India,FW8KR,Consumer,Low,0,63,0,0,0
MR,A,Suzhou,China,6YV0V,Gaming,High,0,270,0,0,0
MR,A,Suzhou,China,6YV0V,Gaming,High,0,25,0,0,0
MR,A,Suzhou,China,6YV0V,Consumer,High,0,116,0,0,0
MR,A,Suzhou,China,6YV0V,Consumer,High,0,82,0,0,0
MR,A,Suzhou,China,6YV0V,Consumer,High,0,66,0,0,0
MR,A,Suzhou,China,FW8KR,Consumer,Low,0,154,0,0,0
MR,A,Suzhou,China,HYWXJ,Gaming,Medium,0,27,0,0,0
MR,A,Suzhou,China,HYWXJ,Gaming,Medium,0,29,0,0,0
MR,A,Suzhou,China,HYWXJ,Consumer,Medium,0,12,0,0,0
MR,A,Suzhou,China,HYWXJ,Consumer,Medium,0,2,0,0,0
MR,A,Suzhou,China,RPJC3,Consumer,Low,0,3323,0,0,0
MR,A,Suzhou,China,RPJC3,Consumer,Low,0,3840,0,0,0
MR,A,Chengdu,China,7FHHV,Consumer,Medium,0,27,0,0,0
MR,A,Chengdu,China,7FHHV,Consumer,Medium,0,85,0,0,0
MR,A,Chengdu,China,7FHHV,Consumer,Medium,0,28,0,0,0
MR,A,Chengdu,China,7FHHV,Consumer,Medium,0,1207,0,0,0
MR,A,Chengdu,China,7FHHV,Commercial,Medium,0,186,0,0,0
MR,A,Chengdu,China,7FHHV,Commercial,Medium,0,57,0,0,0
MR,A,Chengdu,China,7FHHV,Commercial,Medium,0,443,0,0,0
MR,A,Chengdu,China,7FHHV,Commercial,Medium,0,492,0,0,0
MR,A,Chengdu,China,7FHHV,Commercial,Medium,0,66,0,0,0
MR,A,Chengdu,China,7FHHV,Commercial,Medium,0,37,0,0,0
MR,A,Chengdu,China,FW8KR,Consumer,Low,0,39,0,0,0
MR,A,Chengdu,China,FW8KR,Consumer,Low,0,1,0,0,0
MR,A,Chengdu,China,FW8KR,Consumer,Low,0,3251,0,0,0
MR,A,Chengdu,China,FW8KR,Consumer,Low,0,855,0,0,0
MR,A,Chengdu,China,FW8KR,Consumer,Low,0,3568,0,0,0
MR,A,Chengdu,China,FW8KR,Consumer,Low,0,2565,0,0,0
MR,A,Chengdu,China,FW8KR,Consumer,Low,0,2249,0,0,0
MR,A,Chengdu,China,FW8KR,Consumer,Low,0,36,0,0,0
MR,A,Chengdu,China,FW8KR,Consumer,Low,0,448,0,0,0
MR,A,Chengdu,China,FW8KR,Consumer,Low,0,90,0,0,0
MR,A,Chengdu,China,FW8KR,Consumer,Low,0,41,0,0,0
MR,A,Chengdu,China,FW8KR,Consumer,Low,0,31,0,0,0
MR,A,Chengdu,China,FW8KR,Consumer,Low,0,6,0,0,0
MR,A,Chengdu,China,FW8KR,Consumer,Low,0,938,0,0,0
MR,A,Chengdu,China,FW8KR,Consumer,Low,0,1319,0,0,0
MR,A,Chengdu,China,FW8KR,Commercial,Low,0,101,0,0,0
MR,A,Chengdu,China,FW8KR,Commercial,Low,0,182,0,0,0
MR,A,Chengdu,China,FW8KR,Commercial,Low,0,381,0,0,0
MR,A,Chengdu,China,FW8KR,Commercial,Low,0,747,0,0,0
MR,A,Chengdu,China,FW8KR,Commercial,Low,0,46,0,0,0
MR,A,Chengdu,China,FW8KR,Commercial,Low,0,303,0,0,0
MR,A,Chengdu,China,FW8KR,Consumer,Low,0,814,0,0,0
MR,A,Chengdu,China,FW8KR,Consumer,Low,0,1688,0,0,0
MR,A,Chengdu,China,FY8XM,Commercial,Low,0,668,0,0,0
MR,A,Chengdu,China,FY8XM,Commercial,Low,0,4192,0,0,0
MR,A,Chengdu,China,RPJC3,Consumer,Low,0,25,0,0,0
MR,A,Chengdu,China,RPJC3,Consumer,Low,0,9,0,0,0
MR,A,Chengdu,China,RPJC3,Consumer,Low,0,387,0,0,0
MR,A,Chengdu,China,RPJC3,Consumer,Low,0,658,0,0,0
MR,B,Brasilia,Brazil,1RH5X,Consumer,Low,0,513,0,0,0
MR,B,Brasilia,Brazil,1RH5X,Consumer,Low,0,21,0,0,0
MR,B,Brasilia,Brazil,1RH5X,Consumer,Low,0,424,0,0,0
MR,B,Brasilia,Brazil,1RH5X,Consumer,Low,0,39,0,0,0
MR,B,Brasilia,Brazil,1RH5X,Consumer,Low,0,324,0,0,0
MR,B,Brasilia,Brazil,1RH5X,Commercial,Low,1,798,1,0,0
MR,B,Brasilia,Brazil,1RH5X,Commercial,Low,0,74,0,0,0
MR,B,Brasilia,Brazil,1RH5X,Consumer,Low,0,1,0,0,0
MR,B,Brasilia,Brazil,7GNNN,Consumer,Low,0,276,0,0,0
MR,B,Brasilia,Brazil,7GNNN,Consumer,Low,1,1,1,0,0
MR,B,Brasilia,Brazil,7GNNN,Consumer,Low,0,868,0,0,0
MR,B,Brasilia,Brazil,7GNNN,Consumer,Low,2,2,1,0,1
MR,B,Brasilia,Brazil,7GNNN,Consumer,Low,0,78,0,0,0
MR,C,Brasilia,Brazil,2X39G,Commercial,Medium,0,13,0,0,0
MR,C,Brasilia,Brazil,2X39G,Commercial,Medium,0,4,0,0,0
MR,C,Brasilia,Brazil,2X39G,Commercial,Medium,0,40,0,0,0
MR,C,Brasilia,Brazil,3VC9Y,Commercial,Low,0,157,0,0,0
MR,C,Brasilia,Brazil,3VC9Y,Commercial,Low,0,696,0,0,0
MR,C,Brasilia,Brazil,3VC9Y,Commercial,Low,0,118,0,0,0
MR,C,Brasilia,Brazil,7PY0D,Consumer,Low,0,36,0,0,0
MR,C,Brasilia,Brazil,7PY0D,Consumer,Low,0,50,0,0,0
MR,C,Brasilia,Brazil,99NF2,Consumer,Medium,0,72,0,0,0
MR,C,Brasilia,Brazil,99NF2,Consumer,Medium,0,156,0,0,0
MR,C,Brasilia,Brazil,99NF2,Commercial,Medium,0,111,0,0,0
MR,C,Brasilia,Brazil,99NF2,Commercial,Medium,0,6,0,0,0
MR,C,Brasilia,Brazil,MYJ96,Commercial,Medium,0,31,0,0,0
MR,C,Brasilia,Brazil,MYJ96,Commercial,Medium,0,27,0,0,0
MR,C,Brasilia,Brazil,MYJ96,Commercial,Medium,0,59,0,0,0
MR,C,Brasilia,Brazil,MYJ96,Commercial,Medium,0,15,0,0,0
MR,C,Chengdu,China,8YPRW,Consumer,Low,0,92,0,0,0
MR,C,Chengdu,China,8YPRW,Consumer,Low,0,10,0,0,0
MR,C,Chengdu,China,8YPRW,Consumer,Low,0,70,0,0,0
MR,C,Chengdu,China,8YPRW,Commercial,Low,0,38,0,0,0
MR,C,Chengdu,China,8YPRW,Commercial,Low,0,1577,0,0,0
MR,C,Chengdu,China,8YPRW,Commercial,Low,0,3,0,0,0
MR,C,Chengdu,China,8YPRW,Commercial,Low,0,1084,0,0,0
MR,C,Chengdu,China,8YPRW,Consumer,Low,0,2,0,0,0
MR,C,Kunshan,China,01D82,Gaming,High,0,2,0,0,0
MR,C,Kunshan,China,2X39G,Commercial,Medium,0,1,0,0,0
MR,C,Kunshan,China,2X39G,Commercial,Medium,0,2,0,0,0
MR,C,Kunshan,China,2X39G,Commercial,Medium,0,6,0,0,0
MR,C,Kunshan,China,2X39G,Commercial,Medium,0,1,0,0,0
MR,C,Kunshan,China,2X39G,Commercial,Medium,0,18,0,0,0
MR,C,Kunshan,China,2X39G,Commercial,Medium,0,2,0,0,0
MR,C,Kunshan,China,2X39G,Commercial,Medium,0,1304,0,0,0
MR,C,Kunshan,China,2X39G,Commercial,Medium,0,122,0,0,0
MR,C,Kunshan,China,4RRR3,Gaming,Medium,0,17,0,0,0
MR,C,Kunshan,China,5D91C,Consumer,Medium,0,48,0,0,0
MR,C,Kunshan,China,5D91C,Consumer,Medium,0,47,0,0,0
MR,C,Kunshan,China,5D91C,Consumer,Medium,0,597,0,0,0
MR,C,Kunshan,China,5D91C,Consumer,Medium,0,305,0,0,0
MR,C,Kunshan,China,5JT8G,Commercial,Low,0,16,0,0,0
MR,C,Kunshan,China,5JT8G,Commercial,Low,0,45,0,0,0
MR,C,Kunshan,China,5XJ28,Consumer,High,0,1,0,0,0
MR,C,Kunshan,China,6CYH6,Commercial,Medium,0,196,0,0,0
MR,C,Kunshan,China,725KY,Commercial,Medium,0,156,0,0,0
MR,C,Kunshan,China,725KY,Commercial,Medium,0,1346,0,0,0
MR,C,Kunshan,China,7M0T6,Consumer,High,0,9,0,0,0
MR,C,Kunshan,China,7M0T6,Consumer,High,0,8,0,0,0
MR,C,Kunshan,China,7M0T6,Consumer,High,0,91,0,0,0
MR,C,Kunshan,China,83XPC,Commercial,Medium,0,364,0,0,0
MR,C,Kunshan,China,83XPC,Commercial,Medium,0,335,0,0,0
MR,C,Kunshan,China,83XPC,Commercial,Medium,0,104,0,0,0
MR,C,Kunshan,China,83XPC,Commercial,Medium,0,146,0,0,0
MR,C,Kunshan,China,83XPC,Commercial,Medium,0,648,0,0,0
MR,C,Kunshan,China,83XPC,Commercial,Medium,0,2669,0,0,0
MR,C,Kunshan,China,83XPC,Commercial,Medium,0,94,0,0,0
MR,C,Kunshan,China,83XPC,Commercial,Medium,0,53,0,0,0
MR,C,Kunshan,China,83XPC,Commercial,Medium,0,792,0,0,0
MR,C,Kunshan,China,83XPC,Commercial,Medium,0,950,0,0,0
MR,C,Kunshan,China,83XPC,Commercial,Medium,0,300,0,0,0
MR,C,Kunshan,China,8YPRW,Commercial,Low,0,1392,0,0,0
MR,C,Kunshan,China,C27RW,Commercial,Low,0,54,0,0,0
MR,C,Kunshan,China,C27RW,Commercial,Low,0,33,0,0,0
MR,C,Kunshan,China,C27RW,Commercial,Low,0,1115,0,0,0
MR,C,Kunshan,China,C27RW,Commercial,Low,0,25,0,0,0
MR,C,Kunshan,China,C27RW,Commercial,Low,0,612,0,0,0
MR,C,Kunshan,China,C27RW,Commercial,Low,0,324,0,0,0
MR,C,Kunshan,China,C27RW,Commercial,Low,0,1290,0,0,0
MR,C,Kunshan,China,CFX97,Commercial,Low,0,2,0,0,0
MR,C,Kunshan,China,CFX97,Commercial,Low,0,223,0,0,0
MR,C,Kunshan,China,DV9NT,Commercial,Medium,0,1,0,0,0
MR,C,Kunshan,China,DV9NT,Commercial,Medium,0,47,0,0,0
MR,C,Kunshan,China,DV9NT,Commercial,Medium,0,637,0,0,0
MR,C,Kunshan,China,DV9NT,Commercial,Medium,0,411,0,0,0
MR,C,Kunshan,China,DV9NT,Commercial,Medium,0,1,0,0,0
MR,C,Kunshan,China,DV9NT,Commercial,Medium,0,127,0,0,0
MR,C,Kunshan,China,DV9NT,Commercial,Medium,0,9,0,0,0
MR,C,Kunshan,China,DV9NT,Commercial,Medium,0,641,0,0,0
MR,C,Kunshan,China,DV9NT,Commercial,Medium,0,234,0,0,0
MR,C,Kunshan,China,DV9NT,Commercial,Medium,0,96,0,0,0
MR,C,Kunshan,China,DV9NT,Commercial,Medium,0,88,0,0,0
MR,C,Kunshan,China,DV9NT,Consumer,Medium,0,32,0,0,0
MR,C,Kunshan,China,DV9NT,Consumer,Medium,0,48,0,0,0
MR,C,Kunshan,China,DV9NT,Consumer,Medium,0,28,0,0,0
MR,C,Kunshan,China,FPT1C,Commercial,Medium,0,180,0,0,0
MR,C,Kunshan,China,FPT1C,Commercial,Medium,0,422,0,0,0
MR,C,Kunshan,China,FPT1C,Commercial,Medium,0,1,0,0,0
MR,C,Kunshan,China,FPT1C,Commercial,Medium,0,11,0,0,0
MR,C,Kunshan,China,FPT1C,Commercial,Medium,0,714,0,0,0
MR,C,Kunshan,China,FPT1C,Commercial,Medium,0,3136,0,0,0
MR,C,Kunshan,China,FPT1C,Commercial,Medium,0,728,0,0,0
MR,C,Kunshan,China,FPT1C,Commercial,Medium,0,5,0,0,0
MR,C,Kunshan,China,FPT1C,Commercial,Medium,0,3,0,0,0
MR,C,Kunshan,China,FPT1C,Commercial,Medium,0,1,0,0,0
MR,C,Kunshan,China,FPT1C,Commercial,Medium,0,4809,0,0,0
MR,C,Kunshan,China,FPT1C,Commercial,Medium,0,707,0,0,0
MR,C,Kunshan,China,FPT1C,Consumer,Medium,0,1,0,0,0
MR,C,Kunshan,China,FPT1C,Consumer,Medium,0,3,0,0,0
MR,C,Kunshan,China,FPT1C,Consumer,Medium,0,121,0,0,0
MR,C,Kunshan,China,FTG78,Commercial,Low,0,145,0,0,0
MR,C,Kunshan,China,FY2VW,Consumer,High,0,8,0,0,0
MR,C,Kunshan,China,FY2VW,Consumer,High,0,28,0,0,0
MR,C,Kunshan,China,H6K6V,Consumer,Medium,0,38,0,0,0
MR,C,Kunshan,China,H6K6V,Consumer,Medium,0,356,0,0,0
MR,C,Kunshan,China,H6K6V,Consumer,Medium,0,2,0,0,0
MR,C,Kunshan,China,H6K6V,Consumer,Medium,0,115,0,0,0
MR,C,Kunshan,China,H754V,Consumer,Medium,0,32,0,0,0
MR,C,Kunshan,China,H754V,Consumer,Medium,0,2,0,0,0
MR,C,Kunshan,China,H754V,Consumer,Medium,0,1288,0,0,0
MR,C,Kunshan,China,MYJ96,Commercial,Medium,0,168,0,0,0
MR,C,Kunshan,China,MYJ96,Commercial,Medium,0,445,0,0,0
MR,C,Kunshan,China,MYJ96,Commercial,Medium,0,42,0,0,0
MR,C,Kunshan,China,MYJ96,Commercial,Medium,0,2416,0,0,0
MR,C,Kunshan,China,MYJ96,Commercial,Medium,0,187,0,0,0
MR,C,Kunshan,China,MYJ96,Commercial,Medium,0,4143,0,0,0
MR,C,Kunshan,China,NP0V3,Consumer,Low,0,29,0,0,0
MR,C,Kunshan,China,NP0V3,Consumer,Low,0,111,0,0,0
MR,C,Kunshan,China,NY5PG,Commercial,High,0,308,0,0,0
MR,C,Kunshan,China,NY5PG,Consumer,High,0,16,0,0,0
MR,C,Kunshan,China,NY5PG,Consumer,High,0,47,0,0,0
MR,C,Kunshan,China,NY5PG,Consumer,High,0,245,0,0,0
MR,C,Kunshan,China,RDYCT,Consumer,High,0,136,0,0,0
MR,C,Kunshan,China,RDYCT,Consumer,High,0,98,0,0,0
MR,C,Kunshan,China,RNP72,Consumer,Medium,0,1073,0,0,0
MR,C,Kunshan,China,X16TW,Commercial,Low,0,1,0,0,0
MR,C,Kunshan,China,Y07HK,Commercial,Low,0,1,0,0,0
MR,C,Penang,Malaysia,3VC9Y,Commercial,Low,0,2,0,0,0
MR,C,Penang,Malaysia,3VC9Y,Commercial,Low,0,1580,0,0,0
MR,C,Penang,Malaysia,3VC9Y,Commercial,Low,0,772,0,0,0
MR,C,Penang,Malaysia,3VC9Y,Commercial,Low,0,124,0,0,0
MR,C,Penang,Malaysia,6CYH6,Commercial,Medium,0,11,0,0,0
MR,C,Penang,Malaysia,FPT1C,Commercial,Medium,0,12,0,0,0
MR,C,Penang,Malaysia,FPT1C,Commercial,Medium,0,1,0,0,0
MR,C,Penang,Malaysia,FPT1C,Commercial,Medium,0,378,0,0,0
MR,C,Penang,Malaysia,FPT1C,Commercial,Medium,0,2,0,0,0
MR,C,Penang,Malaysia,FTG78,Commercial,Low,0,21,0,0,0
MR,C,Penang,Malaysia,FY2VW,Consumer,High,0,4,0,0,0
MR,C,Penang,Malaysia,MYJ96,Commercial,Medium,0,1,0,0,0
MR,C,Penang,Malaysia,MYJ96,Commercial,Medium,0,32,0,0,0
MR,C,Penang,Malaysia,MYJ96,Commercial,Medium,0,51,0,0,0
MR,C,Mumbai,India,8YPRW,Consumer,Low,0,214,0,0,0
MR,C,Suzhou,China,8622M,Gaming,Medium,0,170,0,0,0
MR,C,Suzhou,China,8622M,Gaming,Medium,0,45,0,0,0
MR,C,Suzhou,China,8622M,Consumer,Medium,0,267,0,0,0
MR,C,Suzhou,China,8622M,Consumer,Medium,0,64,0,0,0
MR,C,Suzhou,China,8622M,Consumer,Medium,0,39,0,0,0
MR,C,Taoyuan,China,GK3D3,Commercial,Medium,0,111,0,0,0
MR,C,Taoyuan,China,GK3D3,Commercial,Medium,0,3,0,0,0
MR,C,Taoyuan,China,GK3D3,Commercial,Medium,0,91,0,0,0
MR,C,Taoyuan,China,GK3D3,Commercial,Medium,0,4,0,0,0
MR,C,Taoyuan,China,GK3D3,Commercial,Medium,0,17,0,0,0
MR,C,Taoyuan,China,GK3D3,Commercial,Medium,0,13,0,0,0
MR,C,Chengdu,China,1GGDK,Commercial,Medium,0,83,0,0,0
MR,C,Chengdu,China,1GGDK,Commercial,Medium,0,80,0,0,0
MR,C,Chengdu,China,7PY0D,Consumer,Low,0,3,0,0,0
MR,C,Chengdu,China,7PY0D,Consumer,Low,0,2,0,0,0
MR,C,Chengdu,China,7PY0D,Consumer,Low,0,1,0,0,0
MR,C,Chengdu,China,7PY0D,Consumer,Low,0,1,0,0,0
MR,C,Chengdu,China,7PY0D,Consumer,Low,0,2,0,0,0
MR,C,Chengdu,China,7PY0D,Consumer,Low,0,6,0,0,0
MR,C,Chengdu,China,8YPRW,Consumer,Low,0,21,0,0,0
MR,C,Chengdu,China,8YPRW,Consumer,Low,0,6,0,0,0
MR,C,Chengdu,China,8YPRW,Consumer,Low,0,3,0,0,0
MR,C,Chengdu,China,8YPRW,Consumer,Low,0,32,0,0,0
MR,C,Chengdu,China,8YPRW,Consumer,Low,0,4661,0,0,0
MR,C,Chengdu,China,8YPRW,Commercial,Low,0,15,0,0,0
MR,C,Chengdu,China,8YPRW,Commercial,Low,0,20,0,0,0
MR,C,Chengdu,China,8YPRW,Commercial,Low,0,6,0,0,0
MR,C,Chengdu,China,8YPRW,Commercial,Low,0,9,0,0,0
MR,C,Chengdu,China,99NF2,Consumer,Medium,0,1,0,0,0
MR,C,Chengdu,China,H754V,Commercial,Medium,0,12,0,0,0
MR,D,Chengdu,China,CYMGM,Consumer,Low,0,150,0,0,0
MR,D,Chengdu,China,CYMGM,Consumer,Low,0,309,0,0,0
MR,D,Chengdu,China,CYMGM,Consumer,Low,0,77,0,0,0
MR,D,Chengdu,China,CYMGM,Consumer,Low,0,153,0,0,0
MR,D,Chengdu,China,CYMGM,Consumer,Low,0,3674,0,0,0
MR,D,Chengdu,China,CYMGM,Consumer,Low,0,56,0,0,0
MR,D,Chengdu,China,CYMGM,Consumer,Low,0,553,0,0,0
MR,D,Chengdu,China,CYMGM,Consumer,Low,0,1690,0,0,0
MR,D,Chengdu,China,CYMGM,Consumer,Low,0,91,0,0,0
MR,D,Chengdu,China,CYMGM,Commercial,Low,0,3413,0,0,0
MR,D,Chengdu,China,CYMGM,Commercial,Low,0,7945,0,0,0
MR,D,Chengdu,China,CYMGM,Commercial,Low,0,149,0,0,0
MR,D,Chengdu,China,CYMGM,Commercial,Low,0,2951,0,0,0
MR,D,Chengdu,China,CYMGM,Consumer,Low,0,1109,0,0,0
MR,D,Chengdu,China,CYMGM,Consumer,Low,0,1,0,0,0
MR,D,Chengdu,China,CYMGM,Consumer,Low,0,91,0,0,0
MR,D,Chengdu,China,CYMGM,Consumer,Low,0,71,0,0,0
MR,D,Chengdu,China,W7NKD,Consumer,Medium,0,5500,0,0,0
MR,D,Chengdu,China,W7NKD,Consumer,Medium,0,585,0,0,0
MR,D,Chengdu,China,W7NKD,Consumer,Medium,0,710,0,0,0
